departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,VALDIVIA,5854,Rural,LA COPOSA,2017,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.400555556,-75.2925,Accidente por MAP,"(7.400555556, -75.2925)",Fuerza pública
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,VEREDA PIÑUÑA BLANCO LA CHIPA,2012,10,Mayor de 18 años,No,Civil,Muerto,Masculino,0.381163,-76.130173,Accidente por MAP,"(0.381163, -76.130173)","Pasando, estando cerca"
NORTE DE SANTANDER,54,CONVENCIÓN,54206,Rural,VEREDA AGUA LIMPIA,2017,3,Mayor de 18 años,No,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)","Pasando, estando cerca"
NORTE DE SANTANDER,54,CONVENCIÓN,54206,Rural,VEREDA AGUA LIMPIA,2017,3,Mayor de 18 años,No,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)","Pasando, estando cerca"
NARIÑO,52,TUMACO,52835,Rural,VEREDA ADUANA,2017,2,Menor de 18 años,Indigena,Civil,Muerto,Masculino,1.327837,-78.561812,Accidente por MAP,"(1.327837, -78.561812)","Pasando, estando cerca"
CHOCO,27,RIOSUCIO,27615,Rural,VEREDA PICHINDE,2017,3,Menor de 18 años,Indigena,Civil,Herido,Masculino,7.437292,-77.111288,Accidente por MAP,"(7.437292, -77.111288)","Pasando, estando cerca"
NARIÑO,52,BARBACOAS,52079,Rural,VEREDA CHALALBÍ,2017,3,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,1.672216,-78.138537,Accidente por MAP,"(1.672216, -78.138537)","Pasando, estando cerca"
ANTIOQUIA,5,CONCEPCIÓN,5206,Rural,VEREDA LA CLARA,2017,4,Mayor de 18 años,No,Civil,Herido,Masculino,6.406292854,-75.19968968,Accidente por MAP,"(6.406292854, -75.19968968)","Pasando, estando cerca"
ANTIOQUIA,5,CONCEPCIÓN,5206,Rural,VEREDA LA CLARA,2017,4,Mayor de 18 años,No,Civil,Herido,Femenino,6.406292854,-75.19968968,Accidente por MAP,"(6.406292854, -75.19968968)","Pasando, estando cerca"
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,VEREDA LA VEGA,2017,4,Mayor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)","Pasando, estando cerca"
CAUCA,19,BALBOA,19075,Rural,VEREDA LA PRIMAVERA,2017,4,Menor de 18 años,No,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MUSE,"(2.039527, -77.217142)",Manipulación
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,Corregimiento  de  San Juan  de Rio  Grande,2017,5,Mayor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)","Pasando, estando cerca"
ANTIOQUIA,5,TARAZÁ,5790,Rural,Vereda Tesorito,2014,8,Menor de 18 años,No,Civil,Muerto,Masculino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)","Pasando, estando cerca"
GUAVIARE,95,MIRAFLORES,95200,Rural,PUERTO CÓRDOBA,2017,6,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.484722222,-72.29305556,Accidente por MAP,"(1.484722222, -72.29305556)",Fuerza pública
NARIÑO,52,CUMBITARA,52233,Rural,VEREDA LA ESPERANZA,2016,11,Mayor de 18 años,No,Civil,Herido,Masculino,1.64746,-77.579056,Accidente por MAP,"(1.64746, -77.579056)",Agricultura
NARIÑO,52,CUMBITARA,52233,Rural,VEREDA LA ESPERANZA,2016,11,Mayor de 18 años,No,Civil,Herido,Masculino,1.64746,-77.579056,Accidente por MAP,"(1.64746, -77.579056)","Pasando, estando cerca"
ANTIOQUIA,5,TARAZÁ,5790,Rural,VEREDA EL TESORITO,2017,6,Menor de 18 años,No,Civil,Herido,Masculino,7.406208216,-75.25985834,Accidente por MAP,"(7.406208216, -75.25985834)",Jugando
META,50,VISTAHERMOSA,50711,Rural,VEREDA LA ARGENTINA,2016,9,Mayor de 18 años,No,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)",Sin Información
GUAVIARE,95,CALAMAR,95015,Rural,VEREDA PUERTO NUEVO,2016,11,Mayor de 18 años,No,Civil,Herido,Masculino,2.37189,-73.170757,Accidente por MAP,"(2.37189, -73.170757)","Recogiendo comida, agua ó  madera"
NARIÑO,52,SAMANIEGO,52678,Rural,VEREDA EL PALACIO,2017,7,Mayor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)","Pasando, estando cerca"
GUAVIARE,95,MIRAFLORES,95200,Rural,VEREDA LA YE,2017,6,Mayor de 18 años,No,Civil,Herido,Masculino,1.336939,-71.951518,Accidente por MAP,"(1.336939, -71.951518)","Pasando, estando cerca"
BOLIVAR,13,NOROSÍ,13490,Rural,VEREDA BUENA SEÑA,2016,6,Menor de 18 años,No,Civil,Herido,Masculino,8.526933,-74.038285,Accidente por MUSE,"(8.526933, -74.038285)",Manipulación
ANTIOQUIA,5,MUTATÁ,5480,Rural,VEREDA LA FORTUNA,2012,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.463650932,-76.59410593,Accidente por MAP,"(7.463650932, -76.59410593)","Pasando, estando cerca"
CHOCO,27,RIOSUCIO,27615,Rural,CORREGIMIENTO JIUNDO COMUNIDAD JIUUN DUUR,2017,7,Mayor de 18 años,Indigena,Civil,Herido,Masculino,7.437292,-77.111288,Accidente por MAP,"(7.437292, -77.111288)","Recogiendo comida, agua ó  madera"
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,VEREDA PALMA CHICA,2013,8,Mayor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)","Pasando, estando cerca"
NARIÑO,52,SANTA CRUZ,52699,Rural,VEREDA CUNDES,2017,7,Menor de 18 años,Indigena,Civil,Herido,Masculino,1.22182,-77.677265,Accidente por MAP,"(1.22182, -77.677265)",Manipulación
CHOCO,27,RIOSUCIO,27615,Rural,VEREDA COMUNIDAD INDÍGENA QUIPARADÓ,2017,7,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,7.437292,-77.111288,Accidente por MAP,"(7.437292, -77.111288)","Pasando, estando cerca"
ANTIOQUIA,5,ITUANGO,5361,Rural,VEREDA BUENOS AIRES,2017,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.17163,-75.764403,Accidente por MAP,"(7.17163, -75.764403)","Pasando, estando cerca"
TOLIMA,73,ICONONZO,73352,Rural,Sin información,2008,6,Mayor de 18 años,No,Civil,Herido,Masculino,4.176318,-74.532447,Accidente por MAP,"(4.176318, -74.532447)",Transito por trocha atajo
CHOCO,27,NÓVITA,27491,Rural,JUNTAS DE TAMANA,2017,8,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,4.985833333,-76.41916667,Accidente por MAP,"(4.985833333, -76.41916667)",Fuerza pública
CHOCO,27,NÓVITA,27491,Rural,JUNTAS DE TAMANA,2017,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,4.981111111,-76.41694444,Accidente por MAP,"(4.981111111, -76.41694444)",Fuerza pública
CHOCO,27,NÓVITA,27491,Rural,JUNTAS DE TAMANA,2017,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,4.981111111,-76.41694444,Accidente por MAP,"(4.981111111, -76.41694444)",Fuerza pública
BOLIVAR,13,NOROSÍ,13490,Rural,VEREDA MIRABRISAS,2017,9,Mayor de 18 años,No,Civil,Muerto,Masculino,8.526933,-74.038285,Accidente por MAP,"(8.526933, -74.038285)","Pasando, estando cerca"
BOLIVAR,13,NOROSÍ,13490,Rural,VEREDA MIRABRISAS,2017,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.526933,-74.038285,Accidente por MAP,"(8.526933, -74.038285)","Pasando, estando cerca"
BOLIVAR,13,NOROSÍ,13490,Rural,VEREDA MIRABRISAS,2017,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.526933,-74.038285,Accidente por MAP,"(8.526933, -74.038285)","Pasando, estando cerca"
ANTIOQUIA,5,TARAZÁ,5790,Rural,VEREDA EMBARETADO,2017,9,Menor de 18 años,No,Civil,Herido,Femenino,7.582546,-75.400212,Accidente por MAP,"(7.582546, -75.400212)","Pasando, estando cerca"
ARAUCA,81,ARAUQUITA,81065,Rural,VEREDA ARAGUANEY,2017,9,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.681666667,-71.36194444,Accidente por MAP,"(6.681666667, -71.36194444)",Fuerza pública
NORTE DE SANTANDER,54,CONVENCIÓN,54206,Rural,VEREDA GUASILES SUR,2017,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.475334,-73.336059,Accidente por MAP,"(8.475334, -73.336059)","Pasando, estando cerca"
NARIÑO,52,SANTA CRUZ,52699,Rural,Sin información,2017,9,Menor de 18 años,No,Civil,Muerto,Masculino,1.22182,-77.677265,Accidente por MUSE,"(1.22182, -77.677265)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,VEREDA BRISAS DEL MATAJE,2017,9,Mayor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
GUAVIARE,95,EL RETORNO,95025,Rural,VEREDA LA LINDOSA,2017,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.225277778,-72.07666667,Accidente por MAP,"(2.225277778, -72.07666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,VEREDA LA LINDOSA,2017,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.225277778,-72.07666667,Accidente por MAP,"(2.225277778, -72.07666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,VEREDA LA LINDOSA,2017,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.225277778,-72.07666667,Accidente por MAP,"(2.225277778, -72.07666667)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,VEREDA LA LINDOSA,2017,10,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.225277778,-72.07666667,Accidente por MAP,"(2.225277778, -72.07666667)",Fuerza pública
ANTIOQUIA,5,ANORÍ,5040,Rural,Sin información,2017,1,Menor de 18 años,No,Civil,Herido,Masculino,7.073333,-75.147222,Accidente por MAP,"(7.073333, -75.147222)",Agricultura
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,VEREDA LA ESPERANZA,2017,10,Mayor de 18 años,No,Civil,Herido,Femenino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,VEREDA MESITAS,2017,10,Mayor de 18 años,No,Civil,Herido,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)",Sin Información
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,VEREDA LA ESPERANZA,2017,10,Mayor de 18 años,No,Civil,Muerto,Masculino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,VEREDA LA ESPERANZA,2017,10,Menor de 18 años,No,Civil,Herido,Femenino,8.321825,-73.145699,Accidente por MAP,"(8.321825, -73.145699)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,Rural,VEREDA LA UNIÓN,2011,8,Mayor de 18 años,No,Civil,Herido,Masculino,2.618,-74.888,Accidente por MAP,"(2.618, -74.888)","Pasando, estando cerca"
CHOCO,27,UNGUÍA,27800,Rural,VEREDA QUEBRADA ARENAL,2017,11,Mayor de 18 años,No,Civil,Herido,Masculino,8.029461993,-77.09952989,Accidente por MAP,"(8.029461993, -77.09952989)","Pasando, estando cerca"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,18753,Rural,VEREDA LA ESPERANZA,2017,11,Mayor de 18 años,Indigena,Civil,Herido,Masculino,2.12794539,-74.7847134,Accidente por MAP,"(2.12794539, -74.7847134)","Pasando, estando cerca"
TOLIMA,73,CHAPARRAL,73168,Rural,Sin información,2012,9,Mayor de 18 años,No,Civil,Herido,Masculino,3.723381,-75.485633,Accidente por MAP,"(3.723381, -75.485633)",Sin Información
NARIÑO,52,TUMACO,52835,Rural,VEREDA EL VALLENATO,2017,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.335,-78.57916667,Accidente por MAP,"(1.335, -78.57916667)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,VEREDA EL VALLENATO,2017,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.335,-78.57916667,Accidente por MAP,"(1.335, -78.57916667)",Fuerza pública
ANTIOQUIA,5,DABEIBA,5234,Rural,VEREDA EL TORO,2017,12,Mayor de 18 años,No,Civil,Herido,Masculino,7.063682563,-76.29111771,Accidente por MAP,"(7.063682563, -76.29111771)",Agricultura
CAUCA,19,TORIBÍO,19821,Rural,VEREDA LOS CHORROS,2017,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.047222222,-76.34194444,Accidente por MAP,"(3.047222222, -76.34194444)",Fuerza pública
CAUCA,19,TORIBÍO,19821,Rural,VEREDA LOS CHORROS,2017,12,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.047222222,-76.34194444,Accidente por MAP,"(3.047222222, -76.34194444)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,LA GABARRA,2018,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.990833333,-72.89833333,Accidente por MAP,"(8.990833333, -72.89833333)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,vereda Mesas de la Lindosa,2017,11,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)","Pasando, estando cerca"
NARIÑO,52,TUMACO,52835,Rural,vereda Chimbusa,2017,12,Mayor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
NARIÑO,52,TUMACO,52835,Rural,vereda Chimbusa,2017,12,Mayor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MAP,"(1.793385843, -78.76393643)","Pasando, estando cerca"
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,Sin información,1992,3,Menor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)","Pasando, estando cerca"
TOLIMA,73,ROVIRA,73624,Rural,finca la Argentina,2010,2,Mayor de 18 años,No,Civil,Herido,Masculino,4.239385,-75.240629,Accidente por MAP,"(4.239385, -75.240629)","Pasando, estando cerca"
CAUCA,19,ARGELIA,19050,Rural,vereda Platino Cauca,1998,1,Mayor de 18 años,Indigena,Civil,Herido,Femenino,2.255802,-77.248947,Accidente por MAP,"(2.255802, -77.248947)","Pasando, estando cerca"
NARIÑO,52,BARBACOAS,52079,Rural,VEREDA BUENAVISTA,2018,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.486388889,-78.07777778,Accidente por MAP,"(1.486388889, -78.07777778)",Fuerza pública
NARIÑO,52,BARBACOAS,52079,Rural,VEREDA BUENAVISTA,2018,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.486388889,-78.07777778,Accidente por MAP,"(1.486388889, -78.07777778)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2017,10,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2017,10,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2017,10,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
GUAVIARE,95,EL RETORNO,95025,Rural,Sin información,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,2.330752,-72.62777,Accidente por MAP,"(2.330752, -72.62777)",Erradicacion de cultivos ilicitos
ARAUCA,81,TAME,81794,Rural,vereda Macaguancito,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)","Caza, pesca"
CHOCO,27,RIOSUCIO,27615,Rural,vereda resguardo Jagual,2018,2,Menor de 18 años,Indigena,Civil,Herido,Masculino,7.437292,-77.111288,Accidente por MUSE,"(7.437292, -77.111288)",Manipulación
CORDOBA,23,TIERRALTA,23807,Rural,vereda Bocas de Cruz grande,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)","Recogiendo comida, agua ó  madera"
ANTIOQUIA,5,ITUANGO,5361,Rural,vereda La Rica,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)","Pasando, estando cerca"
ARAUCA,81,FORTUL,81300,Rural,VEREDA AGUAVIVA,2018,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.777222222,-71.7475,Accidente por MAP,"(6.777222222, -71.7475)",Fuerza pública
ARAUCA,81,TAME,81794,Rural,VEREDA FLORIDA ALTA,2018,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.615,-71.57277778,Accidente por MAP,"(6.615, -71.57277778)",Fuerza pública
ARAUCA,81,FORTUL,81300,Rural,VEREDA LA ESPERANZA,2018,3,Mayor de 18 años,No,Civil,Herido,Masculino,6.7944,-71.77155278,Accidente por MAP,"(6.7944, -71.77155278)","Pasando, estando cerca"
ARAUCA,81,FORTUL,81300,Rural,VEREDA LA ESPERANZA,2018,3,Mayor de 18 años,No,Civil,Herido,Masculino,6.7944,-71.77155278,Accidente por MAP,"(6.7944, -71.77155278)","Pasando, estando cerca"
ARAUCA,81,ARAUQUITA,81065,Rural,VEREDA EL OASIS,2018,3,Menor de 18 años,No,Civil,Herido,Masculino,7.024444444,-71.42935278,Accidente por MAP,"(7.024444444, -71.42935278)","Pasando, estando cerca"
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,ZONA RESERVA,2018,2,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.413055556,-73.00055556,Accidente por MAP,"(8.413055556, -73.00055556)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,ZONA RESERVA,2018,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.413055556,-73.00055556,Accidente por MAP,"(8.413055556, -73.00055556)",Fuerza pública
GUAVIARE,95,EL RETORNO,95025,Rural,VEREDA LA LINDOSA,2018,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.251388889,-71.97305556,Accidente por MAP,"(2.251388889, -71.97305556)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Mayor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Menor de 18 años,No,Civil,Herido,Femenino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Menor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Menor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Menor de 18 años,No,Civil,Herido,Masculino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
ANTIOQUIA,5,TARAZÁ,5790,Rural,VEREDA EL TABLON,2018,2,Mayor de 18 años,No,Civil,Herido,Masculino,7.586690781,-75.39799472,Accidente por MAP,"(7.586690781, -75.39799472)","Pasando, estando cerca"
SUCRE,70,COLOSÓ,70204,Rural,VEREDA BRAZO SECO,2018,3,Mayor de 18 años,No,Civil,Muerto,Femenino,9.499587842,-75.35514089,Accidente por MUSE,"(9.499587842, -75.35514089)",Manipulación
SUCRE,70,COLOSÓ,70204,Rural,VEREDA BRAZO SECO,2018,3,Mayor de 18 años,No,Civil,Herido,Masculino,9.499587842,-75.35514089,Accidente por MUSE,"(9.499587842, -75.35514089)",Manipulación
SUCRE,70,COLOSÓ,70204,Rural,VEREDA BRAZO SECO,2018,3,Mayor de 18 años,No,Civil,Herido,Masculino,9.499587842,-75.35514089,Accidente por MUSE,"(9.499587842, -75.35514089)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Rural,PAPAYO RIO YURUMANGUI,2018,1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.885695697,-77.07416539,Accidente por MUSE,"(3.885695697, -77.07416539)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Rural,PAPAYO RIO YURUMANGUI,2018,1,Menor de 18 años,Afrodescendiente,Civil,Muerto,Masculino,3.885695697,-77.07416539,Accidente por MUSE,"(3.885695697, -77.07416539)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Rural,PAPAYO RIO YURUMANGUI,2018,1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.885695697,-77.07416539,Accidente por MUSE,"(3.885695697, -77.07416539)",Manipulación
VALLE DEL CAUCA,76,BUENAVENTURA,76109,Rural,PAPAYO RIO YURUMANGUI,2018,1,Menor de 18 años,Afrodescendiente,Civil,Herido,Masculino,3.885695697,-77.07416539,Accidente por MUSE,"(3.885695697, -77.07416539)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Mayor de 18 años,No,Civil,Herido,Femenino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)",Manipulación
NARIÑO,52,TUMACO,52835,Rural,Sin información,2018,3,Mayor de 18 años,Afrodescendiente,Civil,Muerto,Masculino,1.793385843,-78.76393643,Accidente por MUSE,"(1.793385843, -78.76393643)","Recogiendo comida, agua ó  madera"
NORTE DE SANTANDER,54,EL CARMEN,54245,Rural,VDA LAS ÁGUILAS,2018,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.656944444,-73.35166667,Accidente por MAP,"(8.656944444, -73.35166667)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,VEREDA BUENOS AIRES,2018,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.680833333,-73.19444444,Accidente por MAP,"(8.680833333, -73.19444444)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,VEREDA BUENOS AIRES,2018,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.683333333,-73.18805556,Accidente por MAP,"(8.683333333, -73.18805556)",Fuerza pública
CHOCO,27,JURADÓ,27372,Rural,SECTOR CHANGUERA,2018,4,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.800222222,-77.57488889,Accidente por MAP,"(6.800222222, -77.57488889)",Fuerza pública
CESAR,20,PAILITAS,20517,Rural,CORAZONES,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.981944444,-73.45416667,Accidente por MAP,"(8.981944444, -73.45416667)",Sin Información
CESAR,20,PAILITAS,20517,Rural,CORAZONES,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.981944444,-73.45416667,Accidente por MAP,"(8.981944444, -73.45416667)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Sin información,2008,6,Mayor de 18 años,No,Civil,Muerto,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Samana,2005,5,Mayor de 18 años,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Samana,2005,5,Mayor de 18 años,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
ANTIOQUIA,5,SONSÓN,5756,Rural,La Danta,2005,12,Mayor de 18 años,No,Civil,Herido,Masculino,5.709167,-75.310278,Accidente por MAP,"(5.709167, -75.310278)",Sin Información
NORTE DE SANTANDER,54,CONVENCIÓN,54206,Rural,VEREDA PAILITAS,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.665277778,-73.31611111,Accidente por MAP,"(8.665277778, -73.31611111)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,VEREDA EL DORADO,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.328333333,-78.67833333,Accidente por MAP,"(1.328333333, -78.67833333)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,VEREDA LA ADUANA,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.311388889,-78.55694444,Accidente por MAP,"(1.311388889, -78.55694444)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,NÚCLEO BRAVO 1,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.283333333,-78.6,Accidente por MAP,"(1.283333333, -78.6)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,NÚCLEO BRAVO 1,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.283333333,-78.6,Accidente por MAP,"(1.283333333, -78.6)",Fuerza pública
NARIÑO,52,TUMACO,52835,Rural,NÚCLEO BRAVO 1,2018,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.283333333,-78.6,Accidente por MAP,"(1.283333333, -78.6)",Fuerza pública
