departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación,Actividad
ANTIOQUIA,5,GRANADA,5313,Rural,Sin información,2006,1,Menor de 18 años,No,Civil,Herido,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)","Pasando, estando cerca"
CAQUETA,18,MONTAÑITA,18410,Rural,Sin información,2009,12,Mayor de 18 años,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Erradicador manual - PCI
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Sin información,2008,4,Mayor de 18 años,No,Civil,Muerto,Masculino,0.502569,-76.49818,Accidente por MAP,"(0.502569, -76.49818)",Erradicador manual - PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin información,2009,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin información,2009,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin información,2009,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
CORDOBA,23,PUERTO LIBERTADOR,23580,Rural,Sin información,2009,11,Mayor de 18 años,No,Civil,Herido,Masculino,7.883545,-75.670508,Accidente por MAP,"(7.883545, -75.670508)",Erradicador manual - PCI
NARIÑO,52,BARBACOAS,52079,Rural,Vereda Santa Lucia,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.5875,-78.2275,Accidente por MAP,"(1.5875, -78.2275)",Fuerza pública
ANTIOQUIA,5,TARAZÁ,5790,Rural,Quebrada Iraca,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.372777778,-75.20444444,Accidente por MAP,"(7.372777778, -75.20444444)",Fuerza pública
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,No,Civil,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Erradicador manual - PCI
CAUCA,19,TORIBÍO,19821,Rural,Vereda Vichiqui,2009,8,Menor de 18 años,Indigena,Civil,Muerto,Femenino,2.955399,-76.268615,Accidente por MAP,"(2.955399, -76.268615)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,No,Civil,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Erradicador manual - PCI
CAUCA,19,TORIBÍO,19821,Rural,Vereda Vichiqui,2009,8,Menor de 18 años,Indigena,Civil,Herido,Masculino,2.955399,-76.268615,Accidente por MAP,"(2.955399, -76.268615)",Sin Información
NARIÑO,52,SANTA CRUZ,52699,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Femenino,1.225,-77.68,Accidente por MAP,"(1.225, -77.68)",Sin Información
ANTIOQUIA,5,VALDIVIA,5854,Urbana,Sin información,2009,4,Mayor de 18 años,No,Civil,Herido,Masculino,7.274352,-75.382426,Accidente por MAP,"(7.274352, -75.382426)",Erradicador manual - PCI
ANTIOQUIA,5,VALDIVIA,5854,Rural,Sin información,2008,3,Mayor de 18 años,No,Civil,Herido,Masculino,7.165222,-75.438081,Accidente por MAP,"(7.165222, -75.438081)",Erradicador manual - PCI
NARIÑO,52,RICAURTE,52612,Rural,Sin información,2009,12,Mayor de 18 años,Indigena,Civil,Muerto,Femenino,1.212529,-77.995412,Accidente por MAP,"(1.212529, -77.995412)",Transito por via usual
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,Rural,Tomachipan,2009,10,Mayor de 18 años,No,Civil,Herido,Masculino,2.255,-71.78916667,Accidente por MAP,"(2.255, -71.78916667)",Erradicador manual - PCI
GUAVIARE,95,SAN JOSÉ DEL GUAVIARE,95001,Rural,Tomachipan,2009,10,Mayor de 18 años,No,Civil,Herido,Masculino,2.255,-71.78916667,Accidente por MAP,"(2.255, -71.78916667)",Erradicador manual - PCI
META,50,SAN JUAN DE ARAMA,50683,Rural,Sin información,2009,12,Mayor de 18 años,No,Civil,Herido,Masculino,3.380464,-73.878772,Accidente por MAP,"(3.380464, -73.878772)",Cuidado de animales
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Muerto,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Muerto,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
BOLIVAR,13,SAN PABLO,13670,Rural,Sin información,2009,8,Mayor de 18 años,No,Civil,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Erradicador manual - PCI
BOLIVAR,13,SAN PABLO,13670,Rural,Sin información,2009,8,Mayor de 18 años,No,Civil,Herido,Masculino,7.483919,-73.933361,Accidente por MAP,"(7.483919, -73.933361)",Erradicador manual - PCI
CAQUETA,18,MONTAÑITA,18410,Rural,Sin información,2009,10,Mayor de 18 años,No,Civil,Herido,Masculino,1.494944213,-75.46308951,Accidente por MAP,"(1.494944213, -75.46308951)",Erradicador manual - PCI
PUTUMAYO,86,SAN MIGUEL,86757,Rural,Sin información,2008,9,Mayor de 18 años,No,Civil,Herido,Masculino,0.343179,-76.911852,Accidente por MAP,"(0.343179, -76.911852)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
ANTIOQUIA,5,TARAZÁ,5790,Rural,Sin información,2009,7,Mayor de 18 años,No,Civil,Herido,Masculino,7.588312222,-75.40289444,Accidente por MAP,"(7.588312222, -75.40289444)",Erradicador manual - PCI
CAUCA,19,SUÁREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.057222222,-76.77611111,Accidente por MAP,"(3.057222222, -76.77611111)",Fuerza pública
CAUCA,19,SUÁREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.057222222,-76.77611111,Accidente por MAP,"(3.057222222, -76.77611111)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)",Trabajos de casa
CAUCA,19,SUÁREZ,19780,Rural,Vereda La Esperanza,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.057222222,-76.77611111,Accidente por MAP,"(3.057222222, -76.77611111)",Fuerza pública
META,50,MAPIRIPÁN,50325,Rural,El Matire,2010,1,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,2.904166667,-71.46,Accidente por MAP,"(2.904166667, -71.46)",Fuerza pública
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.604722222,-75.13416667,Accidente por MAP,"(2.604722222, -75.13416667)",Fuerza pública
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.604722222,-75.13416667,Accidente por MAP,"(2.604722222, -75.13416667)",Fuerza pública
ANTIOQUIA,5,ITUANGO,5361,Rural,Vereda Los Monos,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.338888889,-75.80277778,Accidente por MAP,"(7.338888889, -75.80277778)",Fuerza pública
VALLE DEL CAUCA,76,FLORIDA,76275,Rural,Sin información,2009,9,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,3.326974,-76.243463,Accidente por MAP,"(3.326974, -76.243463)",Transito por trocha atajo
HUILA,41,BARAYA,41078,Rural,Vereda Versalles,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.028055556,-74.90527778,Accidente por MAP,"(3.028055556, -74.90527778)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,Bocas De Pánico,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.78,-76.34083333,Accidente por MAP,"(7.78, -76.34083333)",Fuerza pública
BOLIVAR,13,EL CARMEN DE BOLÍVAR,13244,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)",Trabajos de casa
BOLIVAR,13,TALAIGUA NUEVO,13780,Rural,Corregimiento El Porvenir,1993,9,Mayor de 18 años,No,Civil,Herido,Masculino,9.385132,-74.663392,Accidente por MAP,"(9.385132, -74.663392)",Sin Información
VAUPES,97,CARURÚ,97161,Rural,Arara,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.124166667,-71.56416667,Accidente por MAP,"(1.124166667, -71.56416667)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.618888889,-73.17305556,Accidente por MAP,"(8.618888889, -73.17305556)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.618888889,-73.17305556,Accidente por MAP,"(8.618888889, -73.17305556)",Fuerza pública
NORTE DE SANTANDER,54,TEORAMA,54800,Rural,Vereda La Valvula,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.618888889,-73.17305556,Accidente por MAP,"(8.618888889, -73.17305556)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.329444444,-73.03888889,Accidente por MAP,"(8.329444444, -73.03888889)",Fuerza pública
ANTIOQUIA,5,CÁCERES,5120,Rural,Cerro Blanco,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.390833333,-75.14972222,Accidente por MAP,"(7.390833333, -75.14972222)",Fuerza pública
HUILA,41,ALGECIRAS,41020,Urbana,Sin información,2008,12,Mayor de 18 años,No,Civil,Herido,Femenino,2.522444,-75.313361,Accidente por MAP,"(2.522444, -75.313361)",Otra
HUILA,41,BARAYA,41078,Rural,La Libertad,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.117777778,-74.84416667,Accidente por MAP,"(3.117777778, -74.84416667)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,El Chispas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.907777778,-76.17194444,Accidente por MAP,"(7.907777778, -76.17194444)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Muerto,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
ARAUCA,81,PUERTO RONDÓN,81591,Rural,Vereda Las Villas,2010,2,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.509722222,-71.14166667,Accidente por MAP,"(6.509722222, -71.14166667)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,Vereda San Diego,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.551944444,-77.76916667,Accidente por MAP,"(1.551944444, -77.76916667)",Fuerza pública
CAQUETA,18,MONTAÑITA,18410,Rural,Arenoso Bajo,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.042222222,-75.02055556,Accidente por MAP,"(1.042222222, -75.02055556)",Fuerza pública
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
NORTE DE SANTANDER,54,TIBÚ,54810,Rural,Sin información,2009,9,Mayor de 18 años,No,Civil,Herido,Masculino,8.639326,-72.735541,Accidente por MAP,"(8.639326, -72.735541)",Erradicador manual - PCI
ARAUCA,81,TAME,81794,Rural,Vereda Caño Limón,2009,2,Mayor de 18 años,Indigena,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Transito por via usual
CAQUETA,18,MONTAÑITA,18410,Rural,Las Granjas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.120277778,-75.06166667,Accidente por MAP,"(1.120277778, -75.06166667)",Fuerza pública
CORDOBA,23,TIERRALTA,23807,Rural,Casa Lizardo,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.756388889,-76.30277778,Accidente por MAP,"(7.756388889, -76.30277778)",Fuerza pública
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.483055556,-71.57916667,Accidente por MAP,"(1.483055556, -71.57916667)",Fuerza pública
TOLIMA,73,RIOBLANCO,73616,Rural,El Quebradón,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.502777778,-75.76388889,Accidente por MAP,"(3.502777778, -75.76388889)",Fuerza pública
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,Indigena,Civil,Herido,Femenino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Sin Información
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Sin Información
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Mayor de 18 años,Indigena,Civil,Herido,Femenino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Trabajos de casa
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Mayor de 18 años,Indigena,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Agricultura
CORDOBA,23,TIERRALTA,23807,Rural,Vereda Lorenzo,2010,2,Mayor de 18 años,No,Civil,Herido,Masculino,8.181547,-76.052223,Accidente por MAP,"(8.181547, -76.052223)",Sin Información
META,50,MAPIRIPÁN,50325,Rural,Sin información,2010,1,Menor de 18 años,No,Civil,Herido,Masculino,2.892158,-72.133961,Accidente por MAP,"(2.892158, -72.133961)",Sin Información
CORDOBA,23,CIÉNAGA DE ORO,23189,Rural,Vereda Puente Seco,2009,3,Mayor de 18 años,Indigena,Civil,Herido,Masculino,8.867215,-75.618582,Accidente por MAP,"(8.867215, -75.618582)","Recogiendo comida, agua ó  madera"
PUTUMAYO,86,PUERTO ASÍS,86568,Rural,Vereda El Porvenir,2010,2,Mayor de 18 años,No,Civil,Herido,Masculino,0.502569,-76.49818,Accidente por MAP,"(0.502569, -76.49818)",Trabajos de casa
ARAUCA,81,TAME,81794,Rural,Vereda Galaxia,2010,1,Mayor de 18 años,No,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Trabajos de casa
GUAVIARE,95,CALAMAR,95015,Rural,Sin información,2010,1,Mayor de 18 años,No,Civil,Herido,Masculino,1.958453,-72.654146,Accidente por MAP,"(1.958453, -72.654146)",Agricultura
ANTIOQUIA,5,SAN CARLOS,5649,Rural,Vereda Puerto Rico,2000,10,Mayor de 18 años,No,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)",Sin Información
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.458333333,-72.5225,Accidente por MAP,"(1.458333333, -72.5225)",Fuerza pública
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.458333333,-72.5225,Accidente por MAP,"(1.458333333, -72.5225)",Fuerza pública
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.442777778,-72.52305556,Accidente por MAP,"(1.442777778, -72.52305556)",Fuerza pública
GUAVIARE,95,MIRAFLORES,95200,Rural,Río Itilla,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.442777778,-72.52305556,Accidente por MAP,"(1.442777778, -72.52305556)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.354166177,-73.0772515,Accidente por MAP,"(8.354166177, -73.0772515)",Fuerza pública
NORTE DE SANTANDER,54,HACARÍ,54344,Rural,Vereda El Cobre,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.354166177,-73.0772515,Accidente por MAP,"(8.354166177, -73.0772515)",Fuerza pública
HUILA,41,ALGECIRAS,41020,Rural,Vereda Termopilas,2010,2,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.591388889,-75.13888889,Accidente por MAP,"(2.591388889, -75.13888889)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.904444444,-76.46194444,Accidente por MAP,"(7.904444444, -76.46194444)",Fuerza pública
ANTIOQUIA,5,APARTADÓ,5045,Rural,Corregimiento San Jose,2008,8,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,7.904444444,-76.46194444,Accidente por MAP,"(7.904444444, -76.46194444)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica-Ejer Location,2010,1,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.231111111,-73.08694444,Accidente por MAP,"(8.231111111, -73.08694444)",Fuerza pública
NORTE DE SANTANDER,54,LA PLAYA,54398,Rural,Vereda Mesa Rica-Ejer Location,2003,5,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,8.231111111,-73.08694444,Accidente por MAP,"(8.231111111, -73.08694444)",Fuerza pública
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicacion de cultivos ilicitos
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicacion de cultivos ilicitos
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicador manual - PCI
PUTUMAYO,86,VALLE DEL GUAMUEZ,86865,Rural,Vereda El Tigre,2008,8,Mayor de 18 años,No,Civil,Herido,Masculino,0.424591,-76.905657,Accidente por MAP,"(0.424591, -76.905657)",Erradicador manual - PCI
CAQUETA,18,SOLANO,18756,Rural,Puerto Tejada,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,0.9913888889,-75.08277778,Accidente por MAP,"(0.9913888889, -75.08277778)",Fuerza pública
NORTE DE SANTANDER,54,SAN CALIXTO,54670,Rural,Sin información,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,8.438055556,-73.23305556,Accidente por MAP,"(8.438055556, -73.23305556)",Fuerza pública
ANTIOQUIA,5,SAN ANDRÉS,5647,Rural,Vereda El Peñol,2010,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.980833333,-75.62638889,Accidente por MAP,"(6.980833333, -75.62638889)",Fuerza pública
CASANARE,85,AGUAZUL,85010,Rural,Cumaná,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,5.298888889,-72.60666667,Accidente por MAP,"(5.298888889, -72.60666667)",Fuerza pública
HUILA,41,ISNOS,41359,Rural,Vereda Palmar,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.929816,-76.216388,Accidente por MAP,"(1.929816, -76.216388)",Fuerza pública
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Caño Claro,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.6275,-71.24527778,Accidente por MAP,"(6.6275, -71.24527778)",Fuerza pública
ARAUCA,81,ARAUQUITA,81065,Rural,Vereda Caño Claro,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.6275,-71.24527778,Accidente por MAP,"(6.6275, -71.24527778)",Fuerza pública
CAQUETA,18,PUERTO RICO,18592,Rural,Vereda El Retorno,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,2.101666667,-75.035,Accidente por MAP,"(2.101666667, -75.035)",Fuerza pública
CAQUETA,18,FLORENCIA,18001,Rural,Vereda Remolinos Orteguaza,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.968888889,-75.48611111,Accidente por MAP,"(1.968888889, -75.48611111)",Fuerza pública
ANTIOQUIA,5,MEDELLÍN,5001,Rural,Vereda El Respaldo,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.229209,-75.564887,Accidente por MAP,"(6.229209, -75.564887)",Fuerza pública
NARIÑO,52,SAMANIEGO,52678,Rural,La Conga,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,1.576944444,-77.81277778,Accidente por MAP,"(1.576944444, -77.81277778)",Fuerza pública
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 años,No,Fuerza pública,Muerto,Masculino,6.459722222,-71.3625,Accidente por MAP,"(6.459722222, -71.3625)",Fuerza pública
ARAUCA,81,TAME,81794,Rural,La Siberia,2010,3,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.459722222,-71.3625,Accidente por MAP,"(6.459722222, -71.3625)",Fuerza pública
ANTIOQUIA,5,GRANADA,5313,Rural,Vereda La Línda,2004,11,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,6.111667,-75.095833,Accidente por MAP,"(6.111667, -75.095833)",Fuerza pública
HUILA,41,COLOMBIA,41206,Rural,Vereda El Playón,2009,3,Mayor de 18 años,No,Civil,Herido,Masculino,3.375361,-74.802161,Accidente por MAP,"(3.375361, -74.802161)",Transito por via usual
NORTE DE SANTANDER,54,EL TARRA,54250,Rural,Sin información,2008,10,Mayor de 18 años,No,Civil,Herido,Masculino,8.58341,-73.09211202,Accidente por MAP,"(8.58341, -73.09211202)",Erradicador manual - PCI
META,50,PUERTO RICO,50590,Rural,Sin información,2006,3,Mayor de 18 años,No,Civil,Herido,Masculino,2.939542,-73.207891,Accidente por MAP,"(2.939542, -73.207891)",Erradicador manual - PCI
CAUCA,19,BALBOA,19075,Rural,Sin información,2006,9,Mayor de 18 años,No,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)",Erradicador manual - PCI
CAUCA,19,BALBOA,19075,Rural,Sin información,2006,9,Mayor de 18 años,No,Civil,Herido,Masculino,2.039527,-77.217142,Accidente por MAP,"(2.039527, -77.217142)",Erradicador manual - PCI
BOLIVAR,13,SANTA ROSA DEL SUR,13688,Rural,Vereda El Golfo,2010,2,Menor de 18 años,No,Civil,Herido,Masculino,7.963275,-74.051674,Accidente por MAP,"(7.963275, -74.051674)",Jugando
META,50,URIBE,50370,Rural,Vereda Candilejas,2009,5,Mayor de 18 años,No,Fuerza pública,Herido,Masculino,3.050833333,-74.44111111,Accidente por MAP,"(3.050833333, -74.44111111)",Fuerza pública
NARIÑO,52,SANTA CRUZ,52699,Rural,Sin información,2008,5,Mayor de 18 años,Indigena,Civil,Muerto,Masculino,1.22182,-77.677265,Accidente por MAP,"(1.22182, -77.677265)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Sin información,2007,2,Menor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
NARIÑO,52,SAMANIEGO,52678,Rural,Sin información,2006,11,Mayor de 18 años,No,Civil,Herido,Masculino,1.337083,-77.59313,Accidente por MAP,"(1.337083, -77.59313)",Sin Información
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 años,No,Civil,Muerto,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
ARAUCA,81,TAME,81794,Rural,Vereda Algarrobo,2009,1,Mayor de 18 años,No,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)",Sin Información
